coin,Brain,human_readable_time,timeframe,win_rate_percentage_per_day,number_of_trades_per_day,average_percentage_per_trade,cumulative_percentage_per_day,win_rate_percentage_per_year_or_two_or_three
XMR,bbrsi,2020-03-11 09:15:00,5m,20.0,5,-1.77,-8.84,
XMR,bbrsi,2020-03-12 09:15:00,5m,50.0,6,0.32,1.90,
XMR,bbrsi,2020-03-13 09:15:00,5m,50.0,4,0.17,0.69,
XMR,bbrsi,2020-03-14 09:15:00,5m,33.3,3,-0.95,-2.84,
XMR,bbrsi,2020-03-15 09:15:00,5m,50.0,4,-0.73,-2.93,
XMR,bbrsi,2020-03-16 09:15:00,5m,,1,4.51,4.51,
XMR,bbrsi,2020-03-17 09:15:00,5m,50.0,4,-0.10,-0.38,
XMR,bbrsi,2020-03-18 09:15:00,5m,,4,1.39,5.55,
XMR,bbrsi,2020-03-19 09:15:00,5m,,2,1.13,2.26,
XMR,bbrsi,2020-03-20 09:15:00,5m,50.0,4,1.02,4.09,
XMR,bbrsi,2020-03-21 09:15:00,5m,,3,1.83,5.48,
XMR,bbrsi,2020-03-22 09:15:00,5m,50.0,2,-1.55,-3.10,
XMR,bbrsi,2020-03-23 09:15:00,5m,,3,1.04,3.12,
XMR,bbrsi,2020-03-24 09:15:00,5m,,4,1.56,6.24,
XMR,bbrsi,2020-03-25 09:15:00,5m,66.7,3,0.66,1.99,
XMR,bbrsi,2020-03-26 09:15:00,5m,,3,0.87,2.62,
XMR,bbrsi,2020-03-27 09:15:00,5m,80.0,5,-0.29,-1.44,
XMR,bbrsi,2020-03-28 09:15:00,5m,50.0,2,-0.77,-1.54,
XMR,bbrsi,2020-03-29 10:15:00,5m,66.7,3,-0.95,-2.84,
XMR,bbrsi,2020-03-30 10:15:00,5m,,2,0.44,0.88,
XMR,bbrsi,2020-03-31 10:15:00,5m,,3,0.30,0.91,
XMR,bbrsi,2020-04-01 10:15:00,5m,,4,0.39,1.57,
XMR,bbrsi,2020-04-02 10:15:00,5m,,1,1.82,1.82,
XMR,bbrsi,2020-04-03 10:15:00,5m,50.0,2,0.55,1.10,
XMR,bbrsi,2020-04-04 10:15:00,5m,,1,-1.32,-1.32,
XMR,bbrsi,2020-04-05 10:15:00,5m,,1,0.28,0.28,
XMR,bbrsi,2020-04-06 10:15:00,5m,,1,0.95,0.95,
XMR,bbrsi,2020-04-07 10:15:00,5m,,2,-1.93,-3.86,
XMR,bbrsi,2020-04-08 10:15:00,5m,,3,0.31,0.94,
XMR,bbrsi,2020-04-09 10:15:00,5m,33.3,3,-2.13,-6.39,
XMR,bbrsi,2020-04-10 10:15:00,5m,50.0,4,-0.45,-1.78,
XMR,bbrsi,2020-04-11 10:15:00,5m,50.0,2,-0.04,-0.09,
XMR,bbrsi,2020-04-12 10:15:00,5m,33.3,3,-1.34,-4.02,
XMR,bbrsi,2020-04-13 10:15:00,5m,,1,0.59,0.59,
XMR,bbrsi,2020-04-14 10:15:00,5m,,2,0.18,0.37,
XMR,bbrsi,2020-04-15 10:15:00,5m,66.7,3,-0.99,-2.98,
XMR,bbrsi,2020-04-16 10:15:00,5m,,2,0.85,1.70,
XMR,bbrsi,2020-04-17 10:15:00,5m,66.7,3,0.03,0.09,
XMR,bbrsi,2020-04-18 10:15:00,5m,50.0,2,-0.39,-0.78,
